year;region;region_oktmo;city;city_oktmo;air_general_level;air_standard_index;air_repeatability;air_qcp;air_solid_emissions;air_so_emissions;air_no_emissions;air_co_emissions;air_population;air_stantions
2007;Алтайский край;01000000;БАРНАУЛ;01701000;4;ВВ;No substance;ВВ, NO2, Ф, БП;23.8;14.7;4.3;4.6;663.7;5+1
2007;Алтайский край;01000000;БИЙСК;01705000;3;H2S;No substance;NO2,Ф, БП;9.0;7.4;2.9;12.7;224.5;3+1
2007;Алтайский край;01000000;ЗАРИНСК;01706000;3;No substance;No substance;NO2, Фенол, Ф;2.9;4.8;2.4;17.8;51.3;1
2007;Амурская область;10000000;БЛАГОВЕЩЕНСК;10701000;4;No substance;No substance;БП, Ф, NO2;12.3;3.8;4.0;6.2;214.3;1
2007;Амурская область;10000000;ЗЕЯ;10712000;1;No substance;No substance;NO2;0.4;0.3;0.2;1.4;27.2;1+1
2007;Амурская область;10000000;ТЫНДА;10732000;2;No substance;No substance;Ф, БП;3.3;1.1;0.6;2.2;38.6;1
2007;Архангельская область;11000000;АРХАНГЕЛЬСК;11701000;3;No substance;No substance;NO,БП,Ф;7.4;32.9;5.4;7.1;349.2;3
2007;Архангельская область;11000000;КОРЯЖМА;11708000;1;No substance;No substance;БП;2.9;1.1;4.6;3.8;42.7;1
2007;Архангельская область;11000000;НОВОДВИНСК;11715000;3;No substance;No substance;ММ, Ф, БП;14.1;11.0;4.3;2.4;42.5;2
2007;Архангельская область;11000000;СЕВЕРОДВИНСК;11730000;3;No substance;No substance;Ф, БП;14.8;44.8;6.6;0.8;194.2;2
2007;Астраханская область;12000000;АКСАРАЙСКИЙ;12630404;1;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;1+1
2007;Астраханская область;12000000;АСТРАХАНЬ;12701000;3;No substance;No substance;Ф, БП, NO2;1.2;0.4;3.2;3.2;501.3;5
2007;Астраханская область;12000000;БАЙБЕК;12630408;1;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;1
2007;Астраханская область;12000000;БУЗАН;12630412;1;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;1
2007;Астраханская область;12000000;ДОСАНГ;12630406;1;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;1+1
2007;Астраханская область;12000000;КОМСОМОЛЬСКИЙ;12630406;1;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;1
2007;Астраханская область;12000000;НАРИМАНОВ;12640101;1;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;1
2007;Астраханская область;12000000;СЕИТОВКА;12630444;1;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;1
2007;Белгородская область;14000000;БЕЛГОРОД;14701000;3;No substance;No substance;БП, Ф;3.3;0.04;3.6;2.9;346.2;4
2007;Белгородская область;14000000;ГУБКИН;14730000;1;No substance;No substance;БП;8.6;8.2;1.7;0.8;86.2;2
2007;Белгородская область;14000000;СТАРЫЙ ОСКОЛ;14740000;2;No substance;No substance;БП, Ф, NO2;15.4;2.5;7.0;36.0;218.7;3+1
2007;Брянская область;15000000;БРЯНСК;15701000;3;No substance;No substance;ВВ, БП, Ф NO2;2.6;0.5;1.6;3.1;438.4;4
2007;Владимирская область;17000000;ВЛАДИМИР;17701000;4;No substance;22 Cажа;БП, Ф, Фенол;0.4;0.9;1.6;1.1;336.1;4
2007;Волгоградская область;18000000;ВОЛГОГРАД;18701000;4;No substance;No substance;NO2, Ф, БП, HCl, HF;8.1;3.9;10.6;29.2;1000.0;4
2007;Волгоградская область;18000000;ВОЛЖСКИЙ;18710000;4;No substance;No substance;БП, Ф, NO2;1.8;5.1;6.8;35.3;307.2;1+1
2007;Вологодская область;19000000;ВОЛОГДА;19701000;2;No substance;No substance;Ф, БП;1.0;0.3;1.1;2.2;311.5;2
2007;Вологодская область;19000000;ЧЕРЕПОВЕЦ;19730000;3;H2S;No substance;БП, Ф;36.1;28.8;20.9;264.7;324.4;4+5
2007;Воронежская область;20000000;ВОРОНЕЖ;20701000;3;No substance;29 ВВ;Ф, ВВ, БП, NO2;1.6;1.7;3.5;1.9;926.5;5
2007;Еврейская автономная область;99000000;БИРОБИДЖАН;99701000;3;No substance;No substance;NO2, БП, Ф;4.6;1.9;0.8;2.1;74.7;1
2007;Забайкальский край;76000000;КРАСНОКАМЕНСК;76621101;-9;No substance;No substance;ВВ;-9.0;-9.0;-9.0;-9.0;55.6;1
2007;Забайкальский край;76000000;НЕРЧИНСК;76628101;-9;No substance;No substance;ВВ, NO2;-9.0;-9.0;-9.0;-9.0;14.4;1
2007;Забайкальский край;76000000;НОВАЯ ЧАРА;76515000;-9;No substance;No substance;NO2;-9.0;-9.0;-9.0;-9.0;4.5;1
2007;Забайкальский край;76000000;ПЕТРОВСК-ЗАБАЙКАЛЬСКИЙ;76715000;-9;БП;No substance;ВВ, БП;0.5;0.4;0.1;1.2;19.9;3
2007;Забайкальский край;76000000;ЧИТА;76701000;4;БП;27 ВВ;NO2, ВВ, Ф, БП;12.4;3.2;6.9;6.1;306.2;6
2007;Ивановская область;24000000;ИВАНОВО;24701000;3;No substance;No substance;БП, Ф;2.2;1.4;6.4;1.5;409.9;2
2007;Ивановская область;24000000;ПЛЕС;24620104;1;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;2.6;1
2007;Ивановская область;24000000;ПРИВОЛЖСК;24620106;1;No substance;No substance;ВВ;-9.0;-9.0;-9.0;-9.0;17.5;1
2007;Иркутская область;25000000;АНГАРСК;25703000;3;No substance;No substance;Ф, БП;24.9;67.2;24.0;2.9;245.7;4
2007;Иркутская область;25000000;БАЙКАЛЬСК;25634108;1;No substance;No substance;БП;2.5;1.8;1.5;0.1;15.4;1
2007;Иркутская область;25000000;БИРЮСИНСК;25636105;1;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;9.6;1
2007;Иркутская область;25000000;БРАТСК;25714000;4;Ф;27 Ф, 29 NO2, 39 CS2;Ф, NO2, БП, HF, CS2, ММ;19.1;7.3;7.3;76.9;254.9;6
2007;Иркутская область;25000000;ВИХОРЕВКА;25604103;-9;No substance;No substance;NO2;-9.0;-9.0;-9.0;-9.0;24.8;1
2007;Иркутская область;25000000;ЗИМА;25720000;4;No substance;21 NO2;Ф, БП, NO2;0.08;0.1;0.01;0.1;34.1;2
2007;Иркутская область;25000000;ИРКУТСК;25701000;4;No substance;No substance;Ф, NO2, БП, ВВ, NO;8.1;23.4;8.5;6.7;578.1;4+1
2007;Иркутская область;25000000;КУЛТУК;25634162;1;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;4.2;1
2007;Иркутская область;25000000;ЛИСТВЯНКА;25612160;1;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;1.8;1
2007;Иркутская область;25000000;МЕГЕТ;25703000;1;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;8.8;1
2007;Иркутская область;25000000;САЯНСК;25726000;2;No substance;No substance;БП, Ф;3.7;12.3;2.5;0.4;43.8;1
2007;Иркутская область;25000000;СВИРСК;25746000;1;No substance;No substance;NO2;1.9;0.2;0.1;0.5;14.7;1
2007;Иркутская область;25000000;СЛЮДЯНКА;25634101;1;No substance;No substance;No substance;1.2;0.3;0.2;0.4;18.8;1
2007;Иркутская область;25000000;ТУЛУН;25732000;1;No substance;No substance;NO2;-9.0;-9.0;-9.0;-9.0;49.4;1
2007;Иркутская область;25000000;УСОЛЬЕ-СИБИРСКОЕ;25736000;3;No substance;No substance;ВВ, БП, NO2;7.9;14.6;5.0;4.1;86.9;2
2007;Иркутская область;25000000;УСТЬ-ИЛИМСК;25738000;2;No substance;No substance;БП, ВВ, NO2;17.2;5.9;5.1;4.3;99.3;3
2007;Иркутская область;25000000;ЧЕРЕМХОВО;25745000;3;No substance;No substance;БП, NO2;2.3;3.3;0.5;0.9;55.6;2
2007;Иркутская область;25000000;ШЕЛЕХОВ;25655101;3;Ф;No substance;ВВ, БП, Ф;11.9;4.0;1.5;10.8;48.3;2
2007;Калининградская область;27000000;КАЛИНИНГРАД;27701000;3;No substance;No substance;БП, Ф, NO2;1.7;1.8;2.0;3.7;422.4;5
2007;Калужская область;29000000;КАЛУГА;29701000;2;No substance;No substance;БП, NO2;0.5;0.1;1.3;1.8;327.5;2
2007;Камчатский край;30000000;ЕЛИЗОВО;30607101;3;No substance;No substance;Ф, NO2, NO;1.8;0.9;0.3;1.8;39.8;1
2007;Камчатский край;30000000;ПЕТРОПАВЛОВСК-КАМЧАТСКИЙ;30701000;3;No substance;No substance;Ф, БП;1.5;14.6;2.1;2.8;195.1;5
2007;Карачаево-Черкесская Республика;91000000;ЧЕРКЕССК;91701000;1;No substance;No substance;No substance;0.2;0.001;0.2;0.5;121.2;1
2007;Кемеровская область;32000000;КЕМЕРОВО;32701000;3;No substance;No substance;NO2, БП, NH3, Ф;10.1;14.6;15.7;8.6;519.8;8
2007;Кемеровская область;32000000;НОВОКУЗНЕЦК;32731000;4;No substance;No substance;ВВ, NO2, БП, Ф;51.1;38.2;19.4;277.4;560.9;8
2007;Кемеровская область;32000000;ПРОКОПЬЕВСК;32737000;3;No substance;27 ВВ;NO2, БП, ВВ;10.4;4.1;1.8;13.0;215.9;2
2007;Кировская область;33000000;КИРОВ;33701000;3;No substance;No substance;БП, Ф;6.2;6.4;6.8;4.3;488.1;5
2007;Кировская область;33000000;КИРОВО-ЧЕПЕЦК;33707000;2;No substance;No substance;БП;2.6;1.0;1.3;2.9;89.3;1
2007;Костромская область;34000000;ВОЛГОРЕЧЕНСК;34706000;1;No substance;No substance;БП;0.005;0.7;11.8;0.1;17.9;1
2007;Костромская область;34000000;КОСТРОМА;34701000;3;No substance;No substance;БП, Ф;2.2;0.7;1.5;3.0;276.6;4
2007;Краснодарский край;03000000;БЕЛОРЕЧЕНСК;03608101;-9;No substance;No substance;No substance;0.1;0.5;0.2;0.25;61.1;1
2007;Краснодарский край;03000000;КРАСНОДАР;03701000;3;No substance;No substance;Ф, БП, ВВ;0.2;0.7;2.7;3.0;779.7;3
2007;Краснодарский край;03000000;НОВОРОССИЙСК;03720000;3;No substance;No substance;Ф, БП, ВВ;4.9;0.8;8.3;4.9;265.6;3
2007;Краснодарский край;03000000;СОЧИ;03726000;1;No substance;No substance;БП;0.4;0.2;0.6;1.2;420.0;2
2007;Красноярский край;04000000;АЧИНСК;04703000;3;No substance;No substance;БП, ВВ, NO;29.8;4.6;10.9;4.2;114.0;3
2007;Красноярский край;04000000;КАНСК;04720000;3;No substance;No substance;NO2, БП, NO2;4.6;1.3;0.5;2.4;100.3;2
2007;Красноярский край;04000000;КРАСНОЯРСК;04701000;4;БП;23,5 ЭБ;БП, Ф, ВВ, NO2;37.2;27.8;14.9;84.9;927.2;8
2007;Красноярский край;04000000;ЛЕСОСИБИРСК;04722000;3;No substance;No substance;ВВ, БП, Ф;4.4;1.0;1.1;8.4;70.2;2
2007;Красноярский край;04000000;МИНУСИНСК;04723000;4;No substance;No substance;Ф, БП;1.1;1.3;1.5;0.7;69.7;1
2007;Красноярский край;04000000;НАЗАРОВО;04726000;3;No substance;No substance;ВВ, БП, Ф;14.5;19.5;11.5;1.3;53.8;2
2007;Красноярский край;04000000;НОРИЛЬСК;04729000;4;No substance;No substance;БП;10.8;1938.9;9.2;10.2;225.0;1
2007;Красноярский край;04000000;ШУШЕНСКОЕ;04659151;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;1
2007;Курганская область;37000000;КУРГАН;37701000;4;БП;43,7 Cажа;Ф, БП, Cажа;2.3;2.7;5.7;2.3;351.3;5
2007;Курская область;38000000;КУРСК;38701000;3;No substance;No substance;NO2, Ф, БП;0.9;0.7;1.6;0.9;407.0;5
2007;Ленинградская область;41000000;ВОЛОСОВО;41606101;1;No substance;No substance;ВВ, NO2;-9.0;-9.0;-9.0;-9.0;11.5;1
2007;Ленинградская область;41000000;ВОЛХОВ;41609101;1;No substance;No substance;No substance;1.8;0.5;0.3;3.1;45.8;1
2007;Ленинградская область;41000000;ВЫБОРГ;41615101;1;No substance;No substance;ВВ, NH3;0.7;0.5;0.3;0.9;77.9;1
2007;Ленинградская область;41000000;КИНГИСЕПП;41621101;1;No substance;No substance;ВВ;0.8;2.1;0.9;0.4;50.5;1
2007;Ленинградская область;41000000;КИРИШИ;41624101;1;No substance;No substance;БП;0.2;23.9;4.4;1.7;55.0;3
2007;Ленинградская область;41000000;ЛУГА;41633101;1;No substance;No substance;NH3;0.6;1.7;0.2;0.6;39.1;1
2007;Ленинградская область;41000000;СВЕТОГОРСК;41615114;1;No substance;No substance;Ф;0.3;0.2;1.0;2.5;15.4;1
2007;Липецкая область;42000000;ЛИПЕЦК;42701000;3;No substance;No substance;БП, Ф;28.7;19.3;19.1;274.8;503.0;5
2007;Магаданская область;44000000;МАГАДАН;44701000;4;No substance;No substance;NO2, Ф, БП;2.7;2.1;0.7;0.7;107.6;3
2007;Московская область;46000000;ВОСКРЕСЕНСК;46710000;3;No substance;No substance;NO2, NH3, БП;-9.0;-9.0;-9.0;-9.0;90.8;2
2007;Московская область;46000000;ДЗЕРЖИНСКИЙ;46711000;2;No substance;No substance;NO2, БП;-9.0;-9.0;-9.0;-9.0;43.9;1
2007;Московская область;46000000;КЛИН;46737000;3;No substance;No substance;БП, Ф;-9.0;-9.0;-9.0;-9.0;81.9;3
2007;Московская область;46000000;КОЛОМНА;46738000;2;No substance;No substance;БП, NO2;0.14;0.0;0.02;0.03;147.9;2
2007;Московская область;46000000;МЫТИЩИ;46746000;2;No substance;No substance;БП, NO2;0.07;0.01;0.68;0.85;162.7;2
2007;Московская область;46000000;ПОДОЛЬСК;46760000;2;No substance;No substance;Ф, БП, NO2;0.09;0.0;0.11;0.43;179.4;3
2007;Московская область;46000000;ПРИОКСКО-ТЕРРАСНЫЙ БИОСФЕРНЫЙ ЗАПОВЕДНИК;00000000;1;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;1.1;1
2007;Московская область;46000000;СЕРПУХОВ;46770000;2;No substance;No substance;NO2, БП;0.44;0.06;0.08;0.3;124.2;2
2007;Московская область;46000000;ЩЕЛКОВО;46788000;2;No substance;No substance;NO2, БП;0.09;0.03;0.3;0.84;113.0;2
2007;Московская область;46000000;ЭЛЕКТРОСТАЛЬ;46790000;2;No substance;No substance;NO2, БП;1.4;0.5;1.26;2.35;146.0;2
2007;Мурманская область;47000000;АПАТИТЫ;47519000;1;No substance;No substance;No substance;4.4;6.6;2.4;0.3;68.3;2
2007;Мурманская область;47000000;ЗАПОЛЯРНЫЙ;47515000;1;No substance;No substance;No substance;4.5;50.8;0.3;0.2;19.1;1
2007;Мурманская область;47000000;КАНДАЛАКША;47608101;1;No substance;No substance;тв.HF, БП;1.8;5.9;0.6;6.6;44.6;2
2007;Мурманская область;47000000;КИРОВСК;47522000;1;No substance;No substance;No substance;2.1;7.0;2.8;1.7;38.3;1
2007;Мурманская область;47000000;КОЛА;47605101;1;No substance;No substance;No substance;0.05;1.2;0.1;0.04;11.2;1
2007;Мурманская область;47000000;МОНЧЕГОРСК;47524000;3;No substance;No substance;БП, Ф;6.3;40.7;0.7;2.7;56.2;2
2007;Мурманская область;47000000;МУРМАНСК;47701000;1;No substance;No substance;Ф;1.6;24.2;2.9;1.3;366.2;6
2007;Мурманская область;47000000;НИКЕЛЬ;47515000;1;No substance;No substance;No substance;2.4;57.6;0.02;0.08;16.4;2
2007;Мурманская область;47000000;ОЛЕНЕГОРСК;47526000;1;No substance;No substance;ВВ;4.2;6.2;1.6;0.6;38.0;1
2007;Мурманская область;47000000;СЕВЕРОМОРСК;47730000;1;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;57.7;эп
2007;Нижегородская область;22000000;АРЗАМАС;22703000;2;No substance;No substance;БП;0.2;0.1;0.3;0.7;106.3;1
2007;Нижегородская область;22000000;БАЛАХНА;22505000;1;No substance;No substance;No substance;0.04;0.7;0.6;0.05;54.5;1
2007;Нижегородская область;22000000;ДЗЕРЖИНСК;22721000;3;No substance;28 Фенол;Ф, БП, NH3, Фенол, NO2, ВВ;0.7;3.8;5.4;1.3;249.9;3
2007;Нижегородская область;22000000;ЗЕЛЕНЫЙ ГОРОД;22701000;1;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;2.1;1
2007;Нижегородская область;22000000;КСТОВО;22537000;1;No substance;No substance;БП;0.06;5.9;0.9;2.2;65.4;2
2007;Нижегородская область;22000000;НИЖНИЙ НОВГОРОД;22701000;3;No substance;No substance;БП, ВВ;1.4;14.9;10.8;7.4;1278.3;13
2007;Нижегородская область;22000000;ПОС. КРАСНОАРМЕЙСКИЙ;00000000;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;1
2007;Новгородская область;49000000;БОРОВИЧИ;49606101;1;No substance;No substance;No substance;2.5;0.2;0.7;1.9;56.9;1
2007;Новгородская область;49000000;ВЕЛИКИЙ НОВГОРОД;49701000;3;No substance;25 Фенол;БП, Фенол;1.6;0.2;3.7;4.0;217.3;4
2007;Новгородская область;49000000;СТАРАЯ РУССА;49639101;1;No substance;No substance;No substance;0.09;0.02;0.1;0.3;33.9;1
2007;Новосибирская область;50000000;БЕРДСК;50708000;2;No substance;No substance;БП, ВВ;3.0;0.7;0.5;1.6;93.3;1
2007;Новосибирская область;50000000;ИСКИТИМ;50712000;3;No substance;No substance;БП, NO2;2.6;0.2;2.8;1.3;64.1;2
2007;Новосибирская область;50000000;КУЙБЫШЕВ;50630101;2;No substance;No substance;Ф, NH3;5.0;0.8;0.7;0.5;48.2;1
2007;Новосибирская область;50000000;ЛИНЕВО;50615152;-9;No substance;No substance;БП;-9.0;-9.0;-9.0;-9.0;-9.0;эп
2007;Новосибирская область;50000000;НОВОСИБИРСК;50701000;3;No substance;No substance;БП, Ф, ВВ, NO2;23.5;38.5;24.5;11.8;1391.9;10
2007;Омская область;52000000;ОМСК;52701000;3;No substance;No substance;БП, Ф;43.6;56.0;21.9;7.5;1135.0;7
2007;Оренбургская область;53000000;КУВАНДЫК;53714000;3;No substance;No substance;NO2, БП, HF, ВВ, тв.HF;0.2;0.3;0.1;0.3;28.4;2
2007;Оренбургская область;53000000;МЕДНОГОРСК;53715000;3;No substance;No substance;ВВ, БП, NO2, Pb, SO2;0.7;119.8;0.1;0.9;32.2;2
2007;Оренбургская область;53000000;НОВОТРОИЦК;53720000;3;No substance;No substance;NO2, Фенол, NH3, БП, ВВ;11.7;7.4;7.6;58.4;110.7;2+1
2007;Оренбургская область;53000000;ОРЕНБУРГ;53701000;3;No substance;No substance;NO2, БП, Ф, ВВ;0.5;21.3;7.7;22.1;529.6;3+1
2007;Оренбургская область;53000000;ОРСК;53723000;3;No substance;No substance;NO2, Фенол, ВВ, БП;8.8;89.9;3.2;58.8;250.6;4+1
2007;Орловская область;54000000;ОРЕЛ;54701000;3;No substance;No substance;Фенол, БП, BB, NO2;0.4;0.4;2.0;1.8;321.5;4
2007;Пензенская область;56000000;ПЕНЗА;56701000;3;No substance;No substance;NO2, Ф, БП;5.7;2.3;3.6;4.0;512.0;4
2007;Пермский край;57000000;БЕРЕЗНИКИ;57708000;3;ЭБ;No substance;NO2, БП;2.4;0.6;3.0;8.8;173.5;4
2007;Пермский край;57000000;ГУБАХА;57516000;3;ЭБ;No substance;NH3, Фенол, BB, ЭБ БП, Ф;1.3;1.8;2.9;2.6;46.9;2
2007;Пермский край;57000000;ПЕРМЬ;57701000;4;HCl;No substance;Ф, НF, БП;0.1;3.8;10.7;10.0;1000.1;7
2007;Пермский край;57000000;СОЛИКАМСК;57730000;4;ЭБ;No substance;Ф, БП, ЭБ;0.8;0.4;2.0;2.3;102.8;5
2007;Приморский край;05000000;АРТЕМ;05705000;1;No substance;No substance;NO2;18.2;0.4;4.5;0.9;102.3;1
2007;Приморский край;05000000;БОЛЬШОЙ КАМЕНЬ;05706000;-9;No substance;No substance;ВВ;1.3;2.0;0.6;1.4;38.2;1
2007;Приморский край;05000000;ВЛАДИВОСТОК;05701000;3;No substance;No substance;NO2, БП, Ф;21.8;25.2;5.3;3.1;580.8;6
2007;Приморский край;05000000;ДАЛЬНЕГОРСК;05707000;1;No substance;No substance;No substance;0.5;2.8;0.3;0.7;39.7;1
2007;Приморский край;05000000;НАХОДКА;05714000;-9;No substance;No substance;БП;1.7;4.0;0.8;2.8;171.7;1
2007;Приморский край;05000000;ПАРТИЗАНСК;05717000;2;No substance;No substance;БП;5.1;0.4;1.6;1.7;42.7;1
2007;Приморский край;05000000;СПАССК-ДАЛЬНИЙ;05720000;-9;No substance;No substance;NO2;1.6;0.9;0.4;1.7;50.4;1
2007;Приморский край;05000000;УССУРИЙСК;05723000;4;No substance;No substance;ВВ, NO2, БП;3.6;4.8;1.1;6.3;153.9;1
2007;Псковская область;58000000;ВЕЛИКИЕ ЛУКИ;58710000;1;No substance;No substance;NO2;1.5;0.4;0.3;1.8;102.4;1
2007;Псковская область;58000000;ПСКОВ;58701000;1;No substance;No substance;БП;0.4;0.2;0.5;1.3;197.0;1
2007;Республика Башкортостан;80000000;БЛАГОВЕЩЕНСК;80615101;2;H2S;No substance;БП;0.08;0.9;0.9;1.2;33.5;2
2007;Республика Башкортостан;80000000;САЛАВАТ;80739000;3;No substance;No substance;БП, Ф;1.2;4.8;5.7;4.1;156.3;3
2007;Республика Башкортостан;80000000;СТЕРЛИТАМАК;80745000;3;No substance;No substance;БП, Ф, NO2;5.3;7.2;4.4;33.8;266.2;5
2007;Республика Башкортостан;80000000;ТУЙМАЗЫ;80651101;1;No substance;No substance;Ф, БП;0.4;0.4;0.3;4.8;65.6;1
2007;Республика Башкортостан;80000000;УФА;80701000;3;HCL;No substance;ВВ, БП, Ф;-9.0;42.5;12.5;9.5;1029.8;9
2007;Республика Бурятия;81000000;ГУСИНООЗЕРСК;81648101;1;No substance;33,3 СО;ВВ, СО;7.2;10.2;5.7;0.5;24.4;1
2007;Республика Бурятия;81000000;КЯХТА;81633101;1;No substance;No substance;ВВ;1.6;0.7;0.2;2.3;18.8;1
2007;Республика Бурятия;81000000;САГАН-НУР;81636442;1;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;1
2007;Республика Бурятия;81000000;СЕЛЕНГИНСК;81624163;4;No substance;No substance;ВВ, NO2, Фенол, БП, Ф, CS2;1.3;0.9;0.2;0.8;15.7;2
2007;Республика Бурятия;81000000;УЛАН-УДЭ;81701000;4;No substance;No substance;Ф, БП, ВВ;12.4;8.2;2.6;8.5;343.0;3
2007;Республика Дагестан;82000000;МАХАЧКАЛА;82701000;3;No substance;21,6 ВВ;ВВ, БП, NO2, HF;0.8;0.09;0.6;1.2;549.3;3
2007;Республика Карелия;86000000;КОНДОПОГА;86615101;1;No substance;No substance;No substance;3.7;11.1;1.6;2.0;33.8;1
2007;Республика Карелия;86000000;НАДВОИЦЫ;86645160;3;No substance;No substance;БП, HF;2.2;1.1;0.09;2.8;10.5;1
2007;Республика Карелия;86000000;ПЕТРОЗАВОДСК;86701000;3;No substance;No substance;Ф, БП;1.0;1.8;0.7;1.5;266.2;1
2007;Республика Карелия;86000000;СЕГЕЖА;86645101;1;No substance;No substance;No substance;5.8;8.3;1.0;0.9;33.0;1
2007;Республика Коми;87000000;ВОРКУТА;87710000;2;No substance;No substance;ВВ, БП, Ф;27.9;31.8;7.4;3.7;127.5;2
2007;Республика Коми;87000000;СОСНОГОРСК;87626122;1;No substance;No substance;No substance;2.0;0.6;3.0;45.0;51.4;1
2007;Республика Коми;87000000;СЫКТЫВКАР;87701000;3;No substance;No substance;БП, Ф;2.8;0.8;3.6;16.4;244.5;3
2007;Республика Коми;87000000;УХТА;87725000;1;No substance;No substance;БП;0.9;0.3;2.9;9.4;127.0;2
2007;Республика Мордовия;89000000;САРАНСК;89701000;3;No substance;No substance;БП, NO2, Ф;0.7;1.6;1.8;2.1;295.6;5
2007;Республика Саха (Якутия);98000000;МИРНЫЙ;98631101;3;H2S;No substance;Ф;-9.0;-9.0;-9.0;-9.0;39.5;1
2007;Республика Саха (Якутия);98000000;МОХСОГОЛЛОХ;98644157;1;No substance;42 ВВ;ВВ;-9.0;-9.0;-9.0;-9.0;7.2;1
2007;Республика Саха (Якутия);98000000;НЕРЮНГРИ;98660101;4;No substance;24 Ф;NO2, БП, Ф;9.9;2.6;8.0;3.0;87.8;2
2007;Республика Саха (Якутия);98000000;СЕРЕБРЯНЫЙ БОР;98660158;-9;No substance;No substance;NO2;-9.0;-9.0;-9.0;-9.0;4.8;1
2007;Республика Саха (Якутия);98000000;УСТЬ-НЕРА;98639151;1;No substance;No substance;ВВ;-9.0;-9.0;-9.0;-9.0;12.8;1
2007;Республика Саха (Якутия);98000000;ЯКУТСК;98701000;3;No substance;28 ВВ;ВВ, БП, Ф Фенол;1.0;1.0;6.3;7.6;271.3;3
2007;Республика Северная Осетия – Алания;90000000;ВЛАДИКАВКАЗ;90701000;2;No substance;No substance;CO, БП, NO2;1.0;1.2;0.7;2.0;313.8;2
2007;Республика Татарстан;92000000;КАЗАНЬ;92701000;3;No substance;No substance;Ф, БП, NO2;1.9;1.9;5.8;8.8;1116.0;7
2007;Республика Татарстан;92000000;НАБЕРЕЖНЫЕ ЧЕЛНЫ;92730000;4;No substance;No substance;Ф, БП;2.4;4.3;4.5;4.9;506.4;2
2007;Республика Татарстан;92000000;НИЖНЕКАМСК;92644101;3;No substance;No substance;Ф, БП, ВВ, Фенол, NO2;2.3;16.7;12.6;11.3;226.6;1
2007;Республика Тыва;93000000;КЫЗЫЛ;93701000;3;БП;No substance;БП, Ф, ВВ;2.9;1.4;0.3;3.3;108.0;3
2007;Республика Хакасия;95000000;АБАКАН;95701000;3;No substance;No substance;БП, ВВ, Ф;2.4;4.3;4.0;3.7;163.1;2
2007;Республика Хакасия;95000000;САЯНОГОРСК;95708000;2;No substance;No substance;БП, Ф;7.4;6.6;1.3;18.7;63.8;1
2007;Республика Хакасия;95000000;ЧЕРНОГОРСК;95715000;3;No substance;No substance;БП;3.6;1.3;0.3;2.8;76.6;1
2007;Ростовская область;60000000;АЗОВ;60704000;3;No substance;No substance;БП, Ф, NO2;0.1;0.01;0.16;0.4;82.8;2
2007;Ростовская область;60000000;БЕЛАЯ КАЛИТВА;60606101;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;46.2;1
2007;Ростовская область;60000000;ВОЛГОДОНСК;60712000;3;No substance;No substance;БП, Ф;0.2;0.6;1.0;0.3;170.1;2
2007;Ростовская область;60000000;КРАСНЫЙ СУЛИН;60626101;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;43.4;1
2007;Ростовская область;60000000;РОСТОВ-НА-ДОНУ;60701000;3;HF;23 СО;ВВ, БП, Ф NO2;1.2;0.5;3.1;5.0;1051.3;7
2007;Ростовская область;60000000;ТАГАНРОГ;60737000;3;HCl;No substance;БП, NO, ВВ, СО, NO2;1.0;0.1;2.0;2.1;264.4;1
2007;Ростовская область;60000000;ЦИМЛЯНСК;60657101;1;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;15.8;1
2007;Ростовская область;60000000;ШАХТЫ;60740000;3;No substance;No substance;ВВ, БП, NO2;1.2;0.6;0.3;1.0;249.1;1
2007;Рязанская область;61000000;РЯЗАНЬ;61701000;3;No substance;No substance;БП, Фенол;1.1;10.1;3.4;3.9;515.9;4
2007;Самарская область;36000000;ЖИГУЛЕВСК;36704000;1;No substance;No substance;NH3, NO2;-9.0;-9.0;-9.0;-9.0;61.5;1
2007;Самарская область;36000000;НОВОКУЙБЫШЕВСК;36713000;3;No substance;No substance;БП, Ф, Фенол;0.8;6.2;2.5;4.1;113.6;3+4
